Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2013,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,8.624407072013799
2014,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,8.816895632561
2015,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,9.575353871773519
2016,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,9.872480460715757
2017,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,4.0851429800043
2018,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,,8.22
2010,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,14.82059282371295
2011,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,14.489194499017682
2012,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,8.011653313911145
2013,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,6.610841780520053
2014,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,7.432575918454024
2015,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,4.727014890096903
2016,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,7.587592055344789
2017,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,4.046858359957401
2018,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,,5.93
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,,17.9718419515993
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,,17.279434949864413
