Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2017,на 1000 родившихся,мальчики и девочки,Республика Казахстан,сельское население,,,,,8.55
2018,на 1000 родившихся,мальчики и девочки,Республика Казахстан,сельское население,,,,,8.21
2010,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,13.51
2011,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,13.94
2012,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,8.9
2013,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,10.03
2014,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,9.74
2015,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,7.06
2016,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,7.25
2017,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,9.74
2018,на 1000 родившихся,мальчики и девочки,Акмолинская,сельское население,,,,KZ03,5.03
2010,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,16.08
2011,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,13.59
2012,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,10.49
2013,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,11.04
2014,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,8.45
2015,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,10.55
2016,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,8.57
2017,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,8.86
2018,на 1000 родившихся,мальчики и девочки,Актюбинская,сельское население,,,,KZ04,7.69
2010,на 1000 родившихся,мальчики и девочки,Алматинская,сельское население,,,,KZ01,11.6
2011,на 1000 родившихся,мальчики и девочки,Алматинская,сельское население,,,,KZ01,11.49
2012,на 1000 родившихся,мальчики и девочки,Алматинская,сельское население,,,,KZ01,11.48
